full_text,status
Pemprov Kaltara Siap Kelola dan Tangani Keluhan Masyarakat dengan SP4N LAPOR! https://t.co/uxVZ899SRX,Netral
BPN Kota Depok Berikan Tips Hindari Mafia Tanah dan Dorong Penggunaan Aplikasi SP4N LAPOR! #BPNKotaDepok #SP4NLapor #MafiaTanah https://t.co/KmSqpqKtOm #Gempa #sisca #jepang #indomie #panas #nabilataqiyyah #KARINA,Positif
 Layanan Aspirasi dan Pengaduan Online Rakyat (LAPOR!) https://t.co/ugvRUtNjnx 1708 (Telkomsel Indosat Three) (Android &amp; iOS): SP4N LAPOR! Twitter : @lapor1708 E-Lapor DIY https://t.co/LxpbG1o8oW (0274) 373444,Netral
Jelas bisa dong Lur karena sekarang sudah ada layanan yang memudahkan dalam menyampaikan aspirasi dan pengaduan secara daring seperti SP4N-LAPOR! dan E-Lapor DIY.,Positif
layanan penyampaian semua aspirasi dan pengaduan masyarakat Indonesia melalui beberapa kanal pengaduan melalui website SMS Twitter dan Aplikasi Mobile. SP4N-LAPOR! dibentuk untuk merealisasikan kebijakan no wrong door policy yang menjamin hak masyarakat agar pengaduan,Positif
Rekapitulasi aduan masyarakat bulan Juli! Pengaduan melalui SP4N LAPOR bisa melalui : : https://t.co/dt9vWL1xiQ Instagram : @laporkendal Facebook : Lapor Kendal SMS : 1708 ----------- @GanindutoDico @LaporGub_ @Lapor_kendal @Diskominfokend1 #lapor https://t.co/NHB2wCLFwB,Netral
https://t.co/qnvfCOQwvH Sosialisasi Aplikasi SP4N Lapor Libatkan Seluruh Pengelola KIM di Lutim,Netral
*LUTIM24JAM - Sosialisasi SP4N LAPOR! bagi Kelompok Informasi Masyarakat* Tonton video liputannya di FACEBOOK https://t.co/2RNV06WR9I INSTAGRAM https://t.co/cUd4u2wjzX YOUTUBE https://t.co/YyVLlX3gib,Netral
Mengikuti Sosialisasi Masa Sanggah MONEV PPID Pembantu dan Sub Pembantu Satker Pendidikan serta SP4N-LAPOR! (OPD BLUD BUMD Kecamatan) di Wilayah Kota Bandung Tahun 2023 secara virtual. Jum'at 28 Juli 2023 @pembdg @DiskominfoBdg @ppidkotabandung @humasbandung_ @halo_bandung https://t.co/jQ1LCG3WIf,Netral
Sobat Depok menemukan penyalahgunaan wewenang? Atau adanya pelanggaran oleh oknum tertentu di lingkungan sekitar? Sampaikan langsung aspirasi dan aduan Anda melalui SP4N Lapor! Berani Lapor! untuk Pelayanan Publik yang lebih baik. #PemkotDepok #KotaDepok #Lapor1708 #SP4NLapor https://t.co/FICHL6RCe4,Netral
Banyak pelapor yang terbantu dan puas dengan hasilnya.,Positif
"Aplikasi tidak berguna, peruma membuat aplikasi lapor tapi tidak pernah merespon para pengguna nya. Aplikasi yang pantas untuk dilaporkan, dana membuat aplikasi bisa aja dikorupsi.",Negatif
Halo Bogorian Berikut ini tata cara pengaduan di aplikasi SP4N-LAPOR! Yuk disimak video berikut.. #pemkotbogor #bogorberlari #BeraniLapor https://t.co/8ZpxtLMH1P,Netral
Pemkab Tanbu Gelar Sosialisasi SP4N-LAPOR https://t.co/wyUsFj6xiB,Netral
SP4N LAPOR! memudahkan kontrol sosial oleh masyarakat.,Positif
Warga Desa Legai Turut Kawal Penjagaan Hutan dengan SP4N - Lapor https://t.co/udI3193g0D,Netral
Laporan saya tidak pernah ditanggapi sama sekali.,Negatif
Sobat Lapor! Sampaikan semua unek unekmu ke SP4N - LAPOR! melalui beberapa Kanal Laporan sbb : 1. Melalui website : https://t.co/slJwb2vS0h 2. Kirim pesan whatsapp ke radio RSAL FM 0811-3050-1053 3. SMS ke 1708 dengan format KAB. NGANJUK&lt;spasi&gt;isi aduan/aspirasi https://t.co/r28CtCU5H4,Netral
Andi Ajak Warga Desa Legai Sampaikan Aspirasi Lewat SP4N-LAPOR! Simak juga berita ini di laman Diskominfo Kaltim dengan tautan: https://t.co/ERE80jtvNs,Positif
@tanyakanrl Kalau kamu sekolah di SMA negeri coba aja nder laporin lewat SP4N Lapor!,Positif
Diskominfo Kaltim Sosialisasi Program SP4N- LAPOR Masuk Desa - https://t.co/Tf1JIaW5ki,Netral
Cukup membantu,Positif
Koordinasi dan penelusuran kaitan dengan aduan masyarakat pada Aplikasi SP4N (Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional) LAPOR ( Layanan Aspirasi dan Pengaduan Online Rakyat) Kemendagri depan pertokoan Siliwangi Masjid Syiarul Islam &amp; Tam Kot oleh Bid. Tibumtranmas https://t.co/t0AmTxIyvi,Netral
Karena pengelolaan SP4N-LAPOR ini menjadi salah satu indikator penilaian kinerja pemerintah dalam hal pelayanan publik.,Netral
"Website laporr ni bener2 ga berfungsi, percuma dibuat,,, hanya akan PHP masyarakat saja!!!  Saya uda lapor lewat"" lapor "" ni tapi tidak pernah ditanggapi!!!  Jangan dipercaya",Negatif
Siapa Takut! (Part 2) secara virtual. . Melalui kegiatan ini seluruh perangkat daerah diminta untuk lebih aktif dalam mengelola Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional-Layanan Aspirasi dan Pengaduan Online Rakyat (SP4N-LAPOR!).,Netral
Hari ini Kamis (20/7/2023) Dinas Komunikasi Informatika Persandian dan Statistik (Diskominfosanditik) Kabupaten Sumedang telah mengikuti kegiatan Monitoring dan Evaluasi Bimbingan Teknis SP4N-LAPOR! dan IKP Talks Digital Workshop Series#3 dengan tema Sengketa Informasi? https://t.co/oCImTbeaUK,Netral
"Terintegrasi dengan banyak instansi, sangat praktis.",Positif
Kegiatan Sosialiasi Pengelolaan Pengaduan SP4N- Lapor Tingkat Kota Bandung Ikuti oleh Plt. Kepala Seksi Pemerintahan Bapak Margana S.AP . Kamis 07 Maret 2024 Cc.@emadisyanjak @bkpsdm_bdg @DiskominfoBdg @humasbandung_ @kecbdgkulon https://t.co/yegW3Hwget,Netral
Ga ada gunanya. Laporan udah dibuat dengan kronologis dan bukti pendukung tapi malah ditolak dan di arsip. Ga berfaedah nih aplikasi buang2 anggaran doang!!,Negatif
Tampilan aplikasi membingungkan dan kurang intuitif.,Negatif
Kanal-kanal yang dapat diakses untuk pelaporan gratifikasi antara lain: website https://t.co/2cpxQY1E3v melalui menu SP4N LAPOR dan kontak layanan UPG Balai POM Kupang di Whatsapp 081339567345.,Netral
Kanal yang bisa digunakan untuk melaporkan terkait gratifikasi yang diterima petugas Balai POM di Kupang adalah website https://t.co/2cpxQY2bT3 melalui menu SP4N-LAPOR . Bisa juga melalui kontak layanan UPG Balai POM di Kupang 081339567345. https://t.co/bBAzjM7vBd,Netral
Masyarakat dapat melakukan pengaduan terkait gratifikasi keluhan dan/atau ketidakpuasan pelayanan pegawai melalui scan barcode Koelapor website terpadu Balai POM di Kupang 24 jam yaitu https://t.co/2cpxQY2bT3 lalu klik menu SP4N-LAPOR atau melalui kontak 081339567345. https://t.co/h8IrqUGB86,Netral
Laporan saya tentang sampah liar langsung direspon dan dibersihkan.,Positif
Saya tidak bisa login setelah beberapa kali coba.,Negatif
Penguatan Pengelolaan Pengaduan Kemenpan RB Gelar Sosialisasi dan FGD Terkait SP4N-LAPOR https://t.co/BJbEl7ijls,Netral
Apabila ada pegawai KPKNL Serang yang meminta gratifikasi Laporkan ! WA : 0811-111-2263 Email : upgkpknlserang@kemenkeu.go.id Wise Kemenkeu : https://t.co/5khkJDgUBT SP4N Lapor : https://t.co/AuJ7FW2V6W #tolakgratifikasi #wbk2023 https://t.co/q4zO9U5rPO,Netral
SP4N dan LAPOR! dibuat sejalan dengan kebijakan No Wrong Door Policy yang menjamin Hak Masyarakat agar pengaduan dapat mudah di akses oleh masyarakat #Kemenkumhamkalteng #HendraEkaputra #BapasPKY https://t.co/ErCduavIH4,Netral
Yuk sampaikan aspirasi dan pengaduan melalui kanal LAPOR! Halo #SahabatBPOM mari sampaikan aspirasi dan pengaduan terkait obat dan makanan melalui kanal SP4N LAPOR! https://t.co/LGqhGjNbPF,Positif
Bingung mau menyampaikan keluh kesahmu kemana Hei jangan bingung.... Sampai kan aja di lapor sp4n Klik https://t.co/3fbLf8sXAj #kominfokabmalang #malangmakmur #aduanmasyarakat #aspirasimasyarakat #lapor #laporsp4n https://t.co/KGifjRr5CJ,Netral
2. Pengaduan masyarakat melalui SP4N LAPOR https://t.co/rXbocnqbHH,Netral
Hai TemanKom! Selamat Hari Senin TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 21 Agustus 2023 - 27 Agustus 2023 https://t.co/7VTgg4OVSz,Netral
Hi Sobat kom!! Jalanmu rusak Atau punya keluhan pelayanan di Pemerintah Kabupaten Malang Sampaikan saja aspirasimu melalui LAPOR SP4N https://t.co/3fbLf8sXAj #kominfokabmalang #malangmakmur #aduanmasyarakat #aspirasimasyarakat #lapor #laporsp4n https://t.co/aIIf2HUo6j,Netral
Ahooiii kawan Deli Serdang! Sebelum melapor di Aplikasi SP4N Lapor silahkan lihat prosedur cara melapornya di gambar ya! Atau bisa cek selengkapnya di : https://t.co/Yw2MxID2eg Semoga bermanfaat! https://t.co/bxXlZk7rsF,Netral
Dilakukan juga sosialisasi mengenai penggunaan Website TUNTAS dan SP4N Lapor! agar dapat dioptimalkan untuk mempermudah monitoring Layanan Pengaduan yang terjadi di Kantor Wilayah Badan Pertanahan Nasional Provinsi Kalimantan Barat maupun di Kantor Pertanahan.,Netral
"Ada notifikasi perkembangan laporan, sangat informatif.",Positif
Masyarakat Kubar Diajak Sampaikan Aspirasi Melalui SP4N-LAPOR! Simak juga berita ini di laman Diskominfo Kaltim https://t.co/gf6ZtNwkZW,Positif
Program LAPOR! Goes to Campus yang diisi dengan kegiatan talkshow ini diikuti oleh sekitar 22 ribu peserta dari kalangan mahasiswa. Kegiatan ini bertujuan untuk mensosialisasikan layanan pengaduan masyarakat melalui SP4N LAPOR! Kepada kalangan mahasiswa.,Netral
"SP4N LAPOR! terlalu banyak bug, jadi susah dipakai.",Negatif
Mdh2an kanal ini bermanfaat ng publik utk mengingatkan pemerintah agar mengaplikasikan ideu2 briliannya. Amiin.,Positif
Masyarakat Diminta Manfaatkan Layanan SP4N dan Instagram Untuk Keluhan Layanan Kesehatan https://t.co/bqY5amC1Z8,Netral
Tingkatkan Layanan Aspirasi Publik Diskominfo-SP Gelar Bimtek SP4N-LAPOR https://t.co/xhQFRW7ly2 https://t.co/Tl71s8Ql89,Netral
[ FITUR ANONIM DAN RAHASIA DI SP4N LAPOR! ] Halo wargi Bandung... Fitur anonim dan rahasia dapat digunakan dalam menyampaikan laporan di website resmi https://t.co/1lBIqPm66s atau sms ke 1708 atau masuk ke aplikasi Android dan ios SP4N LAPOR . https://t.co/bFtZDQsAge,Netral
2. Pengaduan masyarakat melalui SP4N LAPOR https://t.co/TYubqvMfoR,Netral
"Buat pemerintah, ini aplikasi tidak berguna!!!! Mendingan aplikasi ini dihapuskan saja. Karena aplikasi ini hanya menjadi media curhatan serta menghambur hamburkan uang negara!!!????????????",Negatif
LAPOR KE 23 TGL 02 AGUS 2023 VIA SP4N-L .MOTOR PARKIR ATAS TROTOAR JL TANJUNG DUREN RAYA NO:66 RT: 001 RW :004 KEL:TANJUNG DUREN UTARA KEC:GROGOL PETAMBURAN JKT MOHON YTH BPK GUBERNUR DKI TUGASKAN DISHUB&amp;UP PARKIR DKI JAGA PARKIR JAM 8.00 S/D 23.00 SETIAP HARI @jokowi @DKIJakarta https://t.co/mk6mCjy14e,Netral
@wisanggeni_11 Halo kak terima kasih telah menghubungi twitter Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Netral
Pemerintah daerah makin terbuka dan responsif.,Positif
"Lama sekali laporan diproses, tidak ada kejelasan.",Negatif
Hai TemanKom! Selamat Hari Senin TemanKom! Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 24 Juli 2023 - 30 Juli 2023 https://t.co/8yXrBkRKUE,Netral
Diskominfo Kaltim Sosialisasikan Sistem SP4N-LAPOR di Desa Legai https://t.co/I7EMtnd51E via @Prioritas.co.id,Netral
Tdk ada pengaruhnya institusi yg berwenang tetap aja "ndableg",Negatif
Menindaklanjuti aduan warga masyarakat melalui kanal SP4N Lapor terkait pengamen yang meresahkan di Wilayah Kecamatan Kroya Sabtu (29/07/2023). Selengkapnya di : https://t.co/2YlAA1m9XA @kemendagri @ditpolpp_linmas @ganjarpranowo @TajYasinMZ @satpolpp_jateng https://t.co/IPhWM6mmC3,Netral
@NRiastiyani @Dishubkabtang Halo kak terima kasih telah menghubungi twitter Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Netral
@christ1184 @dr_koko28 @piotrj @Eno_Bening @tirta_cipeng @drpriono1 @farhanzubedii @KemenkesRI @KemenLHK @DKIJakarta Halo kak terima kasih telah menghubungi twitter Pemkab Tangerang. Berkaitan dengan hal tersebut kaka dapat menyampaikan laporan kaka melalui kanal SP4N-LAPOR! di website https://t.co/VBP6IxD7Z5 agar laporan kaka dapat segera ditindaklanjuti yaa kak -TehMin NS,Netral
Respon dari instansi sangat lambat dan tidak memuaskan.,Negatif
Sangat berguna untuk memfasilitasi aduan masyarakat.semoga ini bisa menjadi jembatan bagi masyarakat untuk mendapatkan layanan yang lebih baik.mantap..,Positif
"Pemko Palangka Raya melalui Diskominfo menyelenggarakan sosialisasi SP4N-LAPOR di aula Rahan Pumpung Kapakat, Kantor Bappeda Kota Palangka Raya, Selasa (30/4/2024).   Baca lebih lanjut https://t.co/eSrubF6P8G https://t.co/HDuUuMXkXk",Netral
"Halo sobat parekraf, Saat kamu bingung mau melakukan pelaporan kemana? SP4N-Lapor! Bisa jadi solusinya untuk kamu. Yuk Swipe ke slide berikutnya yah.  #WonderfulIndonesia #PesonaIndonesia https://t.co/3FCcHKpRyd",Positif
Hai TemanKom!   Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 22 April 2024 - 28 April 2024 https://t.co/Rr4SNqBlTd,Netral
Tidak ada kejelasan setelah saya kirim laporan.,Negatif
Diskominfos Provinsi Bali Adakan Rapat Koordinasi SP4N-LAPOR!  Selengkapnya : https://t.co/SEWvKLGYyI https://t.co/FGSY4qsqmG,Netral
"Talkshow  Peran Serta Masyarakat Dalam Pembangunan Kota Bekasi Melalui Penggunaan SP4N LAPOR!""   Senin, 29 April 2024 Pukul 11.00 WIB bersama @RadioDakta  @pemkotbekasi  #talkshow #SP4NLAPOR #Menpan #pemkotbekasi #jawabarat #kotabekasi #diskominfostandi https://t.co/7Eopwx34PY""",Netral
Halo #FIUtizen Punya aspirasi dan aduan tentang pelayanan PPATK ?   Yuk sampaikan melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) - Layanan Aspirasi dan Pengaduan Online Rakyat (LAPOR!)  Untuk pelayanan publik yang lebih baik.  @lapor1708  #SP4NLapor?https://t.co/jq6O7Yw4DP,Netral
Laporan saya ditutup tanpa penjelasan yang jelas.,Negatif
"@merapi_uncover @puprjalanjtgdiy untuk memudahkan dalam tindak lanjut laporan, sampaikan laporan melalui Aplikasi Sleman Digital Service (SDS), https://t.co/S8PMJzd8JL ,SP4N!Lapor atau https://t.co/ViaO2tlMMy . Maturnuwun atas partisipasi panjenengan u/ mewujudkan Kab. Sleman yg lebih baik #LaporSleman ??",Netral
"Aplikasi Sering Error, misalnya tidak bisa memilih kategori laporan dan saat mengirim laporan sering gagal,",Negatif
PENANGANAN PENGADUAN MASYARAKAT TRIWULAN I TAHUN 2024  Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional menggunakan aplikasi Layanan Pengaduan Online Rakyat atau disingkat SP4N LAPOR! merupakan layanan penyampaian semua aspirasi dan pengaduan masyarakat secara daring https://t.co/E9Rv9Zxamq,Netral
"Sampurasun Wargi Bandung...  Pada Selasa, 23 April 2024 Dinas Komunikasi dan Informatika sebagai Admin Utama SP4N-LAPOR melaksanakan Rapat Koordinasi Penyelesaian Pengaduan bersama Admin Penghubung Perangkat Daerah.  #RakoorLapor https://t.co/1epF2HCMmA",Netral
Sangat bermanfaat bagi masyarakat dalam menyalurkan aspirasinya,Positif
Talkshow SP4N LAPOR! di Radio Elgangga"  Jangan terlewatkan diskusi menarik terkait pengaduan masyarakat melalui kanal pengaduan nasional yang sudah terintegrasi.  Simak info di bawah ya #sobatkominfo   #bekasikotagoid #talkshow #SP4NLAPOR  #pelayananpublik #pemkotbekasi https://t.co/h8dFoJ1syc",Netral
Hai TemanKom!   Selamat Hari Senin TemanKom!  Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 15 April 2024 - 21 April 2024 https://t.co/GhblOPFmc7,Netral
"Terlalu banyak tahap verifikasi, jadi ribet.",Negatif
Barayaaaa..yuk sampaikan aspirasi dan pengaduan anda melalui https://t.co/AxEIwdlRP1 ..!!  #lapor #sp4nlapor https://t.co/yvm2MmnAiy,Netral
Aplikasinya berat dan sering lag.,Negatif
Mantabs bgt ini ternyata direspon.. trims aplikasi mantab,Positif
"Layanan Pengaduan, Informasi dan Konsultasi DPMPTSP Kota Surakarta:  - Aplikasi ULAS https://t.co/bu2mcS4BTI - Aplikasi SP4N Lapor https://t.co/LAkMQDYnda - Whatsapp Gateway 0811-1967-7770 - Email dpmptsp@surakarta.go.id - Customer service - Kotak aduan dan surat - Instagram https://t.co/k4y8uHpxh6",Netral
Hai TemanKom!   Selamat Hari Senin TemanKom!  Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 08 April 2024 - 14 April 2024 https://t.co/G1X64JvuYL,Netral
Emang ada Pemkab yang fully-utilized SP4N-Lapor? ??,Negatif
"Selengkapnya, sima informasi di atas ya Lur! ??  #PemdaDIY #LaporDIY #SP4NLapor #ElaporDIY #JogjaIstimewa #KominfoDIY",Netral
"Tenang Sedulur ?? , sekarang ga usah susah dan bingung untuk mengajukan pengaduan atas ketidak nyamanan Sedulur, karena sekarang bisa memanfaatkan aplikasi E-Lapor DIY dan SP4N-LAPOR! Sebagai wadah aspirasi untuk menampung aduan dari masyarakat. ??",Positif
Hai TemanKom!   Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 01 April 2024 - 07 April 2024 https://t.co/OfQc0V4Fmc,Netral
"Laporan sering berbelok ke disposisi yg tidak tepat, akibatnya laporan tidak pernah selesai.",Negatif
Kota Bogor Raih Penghargaan Terbaik 2 Pengelolaan SP4N-LAPOR! https://t.co/d6a3Qg6fba  #pemkotbogor #welovebogor #bogohkabogor #bogorberlari https://t.co/dVL6RVOsUF,Netral
"-- Pemkab Sumedang nggk inisiatif buat pasang lampu di Jembatan Cincin apa, gua udah lapor di SP4N LAPOR berkali kali malah katanya bukan wewenangnya, trus gua mau lapor kemana anjing. Tai lah lu Pemkab tolol ??(APA NUNGGU KORBAN DULU BARU DITINDAK)",Negatif
"Kegiatan yang diadakan Diskominfo Jawa Barat bersama Kementerian PAN-RB ini, bertujuan untuk mengimplementasikan SP4N-LAPOR!. Secara umum disampaikan instansi Pemerintah se-Provinsi Jawa Barat, sehingga dalam pengelolaan LAPOR!  harus lebih optimal.",Netral
"Halo Handai Tolan!  Minggu ini Bunda S4POR (Sahabat LAPOR) menyampaikan statistik pengaduan yang masuk ke SP4N-LAPOR! Pemerintah Kabupaten Tangerang sampai dengan tanggal 30 Maret 2024. Yuk, simak data yang Bunda S4POR sajikan! https://t.co/Lm5Q5jkgvQ",Netral
Server lemot apbn kemana aja buat ngirim laporan aja lamanya bukan main,Negatif
Responnya lambat dan tidak memuaskan.,Negatif
sehingga Pemerintah Provinsi Jawa Barat melakukan upaya agar kondisi ini dipertahankan dengan penguatan rencana aksi pengelolaan pengaduan.  #DiskominfoPurwakarta #PurwakartaIstimewa #PengelolaanPengaduanMasyarakat #SP4NLAPOR https://t.co/XcOmS9yUwE,Netral
"@zulfadli_83921 @SilverMetallics @kpertiwi29 Disediakan dalam sistem juga pak mengenai pelaporan pungli dan dipaksa oleh sistem untuk ditindaklanjuti dengan pelaporan pungli tsb diketahui banyak pihak.   SP4N Lapor sudah mengarah ke proses tersebut, tinggal dicari caranya supaya makin banyak yg berani melapor.",Positif
Kemaren saya lapor dan menanyakan surat yg saya kirim kpd presiden belum dpt jawaban krn  sy manula tolong dibantu apa srt sy sdh spi kebeliau? Dimana sy fpt lihat,Negatif
#SahabatBPOM ada yang ingin melakukan pengaduan? Balai POM di Batam memiliki satu lagi saluran pengaduan yaitu SP4N-Lapor. SP4N-Lapor merupakan salah satu media untuk membuat laporan pengaduan.  #BPOMRI #BalaiPOMdiBatam #SP4N-Lapor https://t.co/SaZnLvRXBL,Netral
"Pada Selasa, 2 April 2024, perwakilan Kementerian Dalam Negeri  melakukan kunjungan kerja ke Dinas Komunikasi dan Informatika Kota Bandung untuk berbagi pengalaman terkait Pengelolaan Layanan Pengaduan Masyarakat (SP4N-LAPOR!) dan Layanan Permohonan Informasi (PPID). https://t.co/rMRaxJl3Ia",Netral
Petugas tidak profesional dalam menanggapi laporan saya.,Negatif
"SANGGAU - Pemkab Sanggau melalui Dinas Komunikasi dan Informatika Kabupaten Sanggau melaksanakan FGD Revisi Kebijakan SOP Pelayanan Pengaduan SP4N LAPOR! Kabupaten Sanggau, bertempat di Aula Hotel Grand Narita Kabupaten Sanggau. Selasa (2/04/2024). https://t.co/pE3iGiPJC4 https://t.co/QFKqzcgrL3",Netral
"Payah, capek isi aja. Tolong perbaiki server error terus pas kirim.",Negatif
Beberapa instansi terlihat tidak serius menanggapi laporan.,Negatif
Pemprov Gunakan SP4N Lapor  https://t.co/mXktZaQDKy,Netral
Halo Sobat PPID...  Laporan Penerapan UU KIP serta Laporan Monev PPID &amp  SP4N Lapor Kota Bandung Tahun 2023 dapat diakses melalui website PPID Kota Bandung ya.  Yuk simak infografis dibawah untuk mengetahui panduannya??  #UUKIP https://t.co/UHMzZ1tZFu,Netral
Hai TemanKom!   Selamat Hari Senin TemanKom!  Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 18 Maret 2024 - 24 Maret 2024 https://t.co/aLF5LFRhxR,Netral
Tidak ada transparansi dalam penyelesaian masalah.,Negatif
"Halo Handai Tolan!  Kali ini Neng S4POR (Sahabat LAPOR) menyampaikan statistik pengaduan yang masuk ke SP4N-LAPOR! Pemerintah Kabupaten Tangerang sampai dengan tanggal 9 Maret 2024. Yuk, simak data yang Neng S4POR sajikan!  #PelayananPublik #LaporanMingguan https://t.co/7UYHGVKVWx",Netral
Yuk gunakan kanal https://t.co/bnCCocMZG6 untuk membangun Kota Malang lebih nyaman..  #sp4nlapor #layananaduan https://t.co/qRRh2tL7vt,Positif
Hai TemanKom!   Selamat Hari Senin TemanKom!  Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 11 Maret 2024 - 17 Maret 2024 https://t.co/c32WQHAJbl,Netral
Aplikasi ini tidak berguna setiap kali mengirim laporan selalu internal server error',Negatif
"@grievouswound @Dhea0529 @MorphoMenelausX @truzlover @vmastratocaster nah, proses bargain aduan masyarakat gak selalu harus sampek ke SP4N Lapor! dulu atau Ombudsman. ada yang mengambil pendekatan lain. shingga ketidakbecusan dan penyelewengan kkuasaan oknum kepala daerah atau jaajrannya tersebut enggak ke blow up sama media apalagi sampe ke Lapor!",Negatif
Sulit banget verifikasi nya,Negatif
"@grievouswound @Dhea0529 @MorphoMenelausX @truzlover @vmastratocaster apapun yang aku bilang, bakal kamu kontra karena sifatnya bersifat self proclaim. jarang diliput media lah karena si kades tidak mau keblow up. makanya gue suruh lu bikin akun dan baca2 success story di SP4N Lapor. setidaknya disitu yang terdokumentasi perlawanan masyarakat.",Positif
"@grievouswound @MorphoMenelausX @truzlover @vmastratocaster aku rasa kita semua di sisi yg sama dan cita2 kita semua para rakjel jg sama. daripada kamu mendebat hal2 yang kontra produktif, mending tingkatin kapasitas dengan mulai banyak membaca regulasi atau success story aduan di SP4N Lapor! siapa tau jadi terliterasi/terinspirasi.",Positif
"@lukitowisnu_ @truzlover @vmastratocaster @MorphoMenelausX Ada yang namanya SP4N Lapor!. Coba lihat banyak success storynya di kolom tab khusus. Atau kalo masih bandel ada ombudsman. Minta bantu dijembatani audit.?? Sekali lagi, kalo emang niatnya peduli warga. Bukan sudut pandang investasi melihat peluang mendapat suara.",Positif
"@Dhea0529 @vmastratocaster @MorphoMenelausX Gak minta dia jadi pejabat kok, bantu edukasi aja warganya untuk menuntut haknya. Dan pengelola dana desa itu jenjangnya gak jauh kok, cuma kepala desa. lagian sekarang ada SP4N Lapor! Dan Ombudsman (minta bantu jembatan audit). Coba bacain deh success story laporan di SP4N lapor",Positif
"@Hulio58177607 Maaf lokasi laporan berada di luar wilayah Provinsi DKI Jakarta. Silakan sampaikan aduan melalui Sistem Pengelolaan Pengaduan Pelayanan Publik Nasional (SP4N) Lapor pada kanal website https://t.co/TVhRaEXtZh, SMS 1708, twitter @lapor1708, aplikasi Android, dan aplikasi iOS.",Netral
Hai TemanKom!   Selamat Hari Senin TemanKom!  Berikut Data Jumlah Pengaduan Masyarakat Kota Bogor yang masuk melalui SIBADRA dan SP4N LAPOR periode 4 Maret 2024 - 10 Maret 2024 https://t.co/1oICf4uaAw,Netral
"@InaraFarras Terkait hal ini, dapat anda sampaikan aduan dan laporannya melalui SP4N Lapor pada situs https://t.co/fmXmzXgfn5 atau menelepon command center pada nomor telp 171",Netral
Laporan saya dihapus tanpa alasan yang jelas.,Negatif
"SP4N-LAPOR! Bukan Hanya Alat teknologi, Tapi Cermin Dari Pelayanan Publik  https://t.co/pw8bfbHctg",Netral
Perkuat Layanan Publik Melalui Rapat Koordinasi Pengelolaan Pengaduan SP4N-LAPOR!  https://t.co/yWQRwQJuI1,Netral
SP4N LAPOR! hanya formalitas saja.,Negatif
"Buka Rapat SP4N-LAPOR, Bupati Natuna Tetap Membangun Berorientasi Kesejahteraan https://t.co/5D3z2o82Cv lewat @kabarterkini.co.id",Netral
"Kamis, 07 Maret 2024. Admin Lapor Kelurahan Lebak Siliwangi Mengikuti Pengelolaan Pengaduan SP4N-LAPOR Melalui Zoom Meeting.  @bambangtirtoyuliono @emasumarna_ @coblongjitu @halo_bandung @humasbandung_ @pembdg https://t.co/tbxV6KOWNk",Netral
"Giat Seklur Sukapada mengikuti Sosialisasi Pengelolaan Pengaduan SP4N-LAPOR melalui Zoom meeting. Kamis, 7 Maret 2024. #kelurahansukapada #seklursukapada #cibkidtersenyum https://t.co/413H2xwOq4",Netral
@softchocopie Terkait hal ini silakan bisa membuat aduan atau laporan melalui SP4N Lapor pada situs https://t.co/fmXmzXgfn5 ????,Netral
Saya merasa laporan saya diabaikan begitu saja.,Negatif
"@rian_pattiasina @muktiahmad56 @merapi_uncover Slemanis, laporan Sdr kami teruskan ke @puprjalanjtgdiy .   Sdr jg dpt menyampaikan melalui aplikasi SP4N Lapor! yg dpt di download di Play Store dan App Store.        Maturnuwun partisipasi panjenengan membantu mewujudkan Kabupaten Sleman yg lebih baik #LaporSleman ??",Netral
